"date","close.spy","close.tlt","fed.rate"
2006-08-04,128.2,86.32,NA
2006-08-07,127.95,86.37,NA
2006-08-08,127.41,86.18,NA
2006-08-09,126.98,85.9,5.25
2006-08-10,127.37,85.77,NA
2006-08-11,127.01,85.4,NA
2006-08-14,127.11,85.25,NA
2006-08-15,128.63,85.97,NA
2006-08-16,129.79,86.55,5.23
2006-08-17,130.03,86.52,NA
2006-08-18,130.69,86.77,NA
2006-08-21,130.13,87.08,NA
2006-08-22,130.12,87.11,NA
2006-08-23,129.76,87.15,5.24
2006-08-24,129.65,87.31,NA
2006-08-25,129.81,87.44,NA
2006-08-28,130.43,87.52,NA
2006-08-29,130.58,87.64,NA
2006-08-30,130.66,87.87,5.25
2006-08-31,130.64,88.08,NA
2006-09-01,131.42,87.76,NA
2006-09-05,131.67,87.26,NA
2006-09-06,130.51,87.09,5.25
2006-09-07,129.91,87.26,NA
2006-09-08,130.28,87.33,NA
2006-09-11,130.41,87.25,NA
2006-09-12,131.69,87.69,NA
2006-09-13,132.22,87.73,5.23
2006-09-14,132.23,87.53,NA
2006-09-15,131.96,87.46,NA
2006-09-18,132.14,87.4,NA
2006-09-19,131.81,88.3,NA
2006-09-20,132.51,88.43,5.24
2006-09-21,131.87,89.24,NA
2006-09-22,131.47,89.61,NA
2006-09-25,132.48,90.31,NA
2006-09-26,133.58,89.93,NA
2006-09-27,133.74,89.63,5.27
2006-09-28,133.69,89.52,NA
2006-09-29,133.58,89.39,NA
2006-10-02,133.08,89.3,NA
2006-10-03,133.36,89.18,NA
2006-10-04,134.92,89.83,5.3
2006-10-05,135.18,89.2,NA
2006-10-06,135.01,88.27,NA
2006-10-09,135.09,88.51,NA
2006-10-10,135.27,87.81,NA
2006-10-11,135.11,87.58,5.23
2006-10-12,136.28,87.6,NA
2006-10-13,136.63,87.16,NA
2006-10-16,136.84,87.55,NA
2006-10-17,136.41,87.62,NA
2006-10-18,136.59,87.8,5.23
2006-10-19,136.81,87.64,NA
2006-10-20,136.84,87.55,NA
2006-10-23,137.47,87.2,NA
2006-10-24,137.88,87.2,NA
2006-10-25,138.35,87.89,5.24
2006-10-26,138.78,88.46,NA
2006-10-27,137.91,88.87,NA
2006-10-30,137.81,89.12,NA
2006-10-31,137.79,89.81,NA
2006-11-01,136.86,89.96,5.25
2006-11-02,136.78,89.59,NA
2006-11-03,136.54,88.42,NA
2006-11-06,138.08,88.79,NA
2006-11-07,138.61,89.2,NA
2006-11-08,138.91,89.53,5.24
2006-11-09,138.18,89.47,NA
2006-11-10,138.24,89.86,NA
2006-11-13,138.58,89.84,NA
2006-11-14,139.62,90.19,NA
2006-11-15,140.02,89.85,5.25
2006-11-16,140.38,89.44,NA
2006-11-17,140.42,89.95,NA
2006-11-20,140.5,90.09,NA
2006-11-21,140.64,90.31,NA
